Id,Happiness,Sadness,Religiousness
0,0.35060693896030676,0.3183526134396645,0.3265490143861038
1,0.346674343505434,0.3161830691536438,0.32461966623588123
2,0.3416365124244579,0.312070594644235,0.32272419138874703
3,0.35274510218383515,0.31530088203927004,0.33139674658887047
4,0.3398210185655193,0.30831659999707345,0.3183710556162474
5,0.3397584865563895,0.31641058704933206,0.3160451479036413
6,0.33029811600424974,0.3096982007671645,0.3216650143045463
7,0.33421495868170814,0.31262211198902135,0.3224244681826925
8,0.35643359694313254,0.3200019614004688,0.3309132772786438
9,0.35381732027180524,0.30682381959859556,0.3218280149870386
10,0.3268586366850043,0.3036866478284801,0.3130660970485641
11,0.34391572137799875,0.3149978864970716,0.3200336200811227
12,0.3373655075687559,0.3119586368768781,0.3136415798888881
13,0.3421322019965713,0.3050799040223126,0.3204053919662343
14,0.3489310588387232,0.3117797877821184,0.321014326137522
15,0.34486035988830976,0.3161289046316203,0.32294382753752965
16,0.3501877300231186,0.3170759957827707,0.32839736390494734
17,0.33951826261649215,0.3057516372422463,0.3120115564930211
18,0.3792918058612746,0.3597580765779445,0.36423544639876043
19,0.37019191438843474,0.3475549885467584,0.35020453548092123
20,0.38689297155443375,0.3560783914778884,0.37501111926016123
21,0.38545831022638144,0.3739270951988776,0.36888706458971915
22,0.3700514818791589,0.3519327889499608,0.36284187680993174
23,0.37846496585801764,0.3483534428800131,0.37120150442003247
24,0.3852654931033848,0.3532853960546269,0.3847195095156874
25,0.38360048126454205,0.36015502131054006,0.37678347077944113
26,0.3714861531800701,0.33333221179410055,0.3575697046227555
27,0.36607010360450754,0.3462291020786199,0.3555451921617845
28,0.3623123893651945,0.34401342705540267,0.3531706001963656
29,0.3645396336905031,0.31026986696790726,0.3747782897315554
30,0.36648641139643445,0.3204704021445428,0.38975406116540917
31,0.36544495046779596,0.30790997244313123,0.3716749109139313
32,0.36009619250740665,0.31584955193772285,0.3845296712196423
33,0.3638325700357754,0.30655296017698797,0.3908797874719696
34,0.3772796801359677,0.3180618137823858,0.3907990422892527
35,0.3423598195508346,0.28616071273102345,0.2743713255832104
36,0.2931887797955139,0.2547312237816423,0.2913079869651918
37,0.27162893072175864,0.23957915990538625,0.2798416218920726
38,0.273739191964631,0.24701634198001246,0.2791249431206412
39,0.2763434126895463,0.24308319013543706,0.280923161290699
40,0.282275051433942,0.25098223849488,0.291654407661713
41,0.29744033389083113,0.2556654378889611,0.3014422460055619
42,0.27860410249198847,0.2495808630733406,0.28774411836944336
43,0.2770117667178781,0.23995483242962348,0.28085313208316615
44,0.3197668412251991,0.30813369429414184,0.30116062753253475
45,0.32364057187247647,0.30865054390096613,0.2851145400994293
46,0.3125730774664051,0.306603077647984,0.29088532527115796
47,0.31291040304451895,0.29360001136494407,0.270657095076224
48,0.31343506880183203,0.29443403125438966,0.25141727352684995
49,0.30689001918894737,0.2913405226173832,0.2488102391355612
50,0.32372047513700924,0.3039663270630488,0.2836706266095444
51,0.3205454145212681,0.29220435582169785,0.2809450865332914
52,0.3514534405558185,0.30888717759553574,0.3394052176449785
53,0.3573697859604549,0.31262479484571615,0.35247005757727445
54,0.3372494264575354,0.2953290768766854,0.33902405457682117
55,0.33772411496377447,0.2912636097658411,0.3436001457579671
56,0.3471845403715678,0.30454328229450967,0.3514142070480764
57,0.3631780613235158,0.31046164108650287,0.33535600533965404
58,0.3441681989947524,0.2819928900962649,0.3175619763002232
59,0.32615997750373416,0.2988884350612331,0.32161142078428595
60,0.3241594277942885,0.2955718092423056,0.3179675560699514
61,0.34538842708497836,0.28477619540216514,0.32138635314760283
62,0.3497963149080114,0.3115184420288207,0.37938522388780543
63,0.34992079299163364,0.31507818315690317,0.3682278105746815
64,0.3663476981200223,0.32019000590116053,0.3722376457888771
65,0.3452110897288957,0.3046145037371055,0.33057248739587997
66,0.35134108011855647,0.2938897155223065,0.3224570927472721
67,0.35195603776489875,0.3076647693313892,0.33761747779040924
68,0.33617738365615224,0.3074035554934757,0.31897699166004734
69,0.342822382445871,0.2977007519317873,0.3294970180757456
70,0.3422794540439815,0.3061585489365291,0.33115791185651855
71,0.34696252076203915,0.31083079516694934,0.33575509738818604
72,0.3244169099858408,0.3020206252471221,0.3068276901637344
73,0.35375050163918753,0.2887400772450016,0.32559945690215186
74,0.3639520527337279,0.3165263056163749,0.3418700389840035
75,0.36017566935493617,0.32111644321290134,0.3387314745863401
76,0.34738425675506096,0.28790434658233416,0.3237739824889963
77,0.3350340577378099,0.28099401586375894,0.3166033381190179
78,0.3432916130135131,0.29086027399655967,0.3308860872224719
79,0.34152231663589605,0.28524349435657637,0.3230732327989565
80,0.34252390325746324,0.2726729277652278,0.3344091730700582
81,0.3424171131484709,0.2985448051204526,0.34843974473137673
82,0.34338838338340016,0.2842053106987847,0.331508572306167
83,0.3413641974344187,0.2988570780589076,0.34539418619187257
84,0.3524223591199003,0.2883121795568292,0.33606808408928585
85,0.34126677205034156,0.28400225909386506,0.33167068609227396
86,0.3495709353675884,0.2974568196303049,0.33656508802789437
87,0.34686850254099766,0.28930942896600037,0.3340430168522835
88,0.3526760263630118,0.29669080414557925,0.3418301782859968
89,0.34980199657865396,0.30249868633889393,0.3348308208213975
90,0.3376350591146141,0.29259011350386116,0.3200935987959595
91,0.3578449545004912,0.3149862113584214,0.3473079585117196
92,0.3514460161076602,0.30335840957770677,0.33912485431630013
93,0.3467413863004189,0.30683054536409266,0.34506893266297345
94,0.33074303772989233,0.28600524343248385,0.3310531698183362
95,0.34035764987999745,0.29951403122400616,0.3366784874654318
96,0.33669952868947506,0.3003876067000451,0.33803964789846813
97,0.34045856241065126,0.29626824679352465,0.3291407750643785
98,0.33069813373417695,0.2930369150928408,0.3297118668778421
99,0.33457576949875867,0.28884005480251507,0.32680864116005315
100,0.35306346594342225,0.3140858357495953,0.34226413639631875
101,0.33134023121390344,0.2976617470727179,0.3343905137969747
102,0.3447423753662098,0.3069913680668226,0.3344568229348597
103,0.33306090130743077,0.2932496036444054,0.32776325938219797
104,0.34809005204644705,0.30074794248648934,0.34035484821738304
105,0.3415031776479305,0.3007577225912284,0.3362999949459819
106,0.3363215603448306,0.2940719166030303,0.3342298057140312
107,0.34446874792162463,0.30815720818412656,0.3430395124963423
108,0.3486825299404918,0.2959408439689638,0.32368117970741345
109,0.3381949534852345,0.27862748866422593,0.3186427693104115
110,0.34926649240174396,0.2972194574689822,0.3187523317702903
111,0.3544034718811515,0.31061676367795665,0.3292666261181626
112,0.3509414331269206,0.29464669639137286,0.32788382264059246
113,0.34368450139834444,0.28081721101196794,0.31647171559144255
114,0.36488315368153035,0.3123081579353174,0.3335076301175922
115,0.3444216982844192,0.2913841977712925,0.31830430468594556
116,0.3305416090031264,0.27610716883343395,0.3293263821888595
117,0.3346407975825558,0.2840468774196272,0.31214667452453704
118,0.3404073881754609,0.296399570045934,0.31974977300202795
119,0.35109641044044043,0.29605078332972573,0.3166217468954632
120,0.34331286629806823,0.2982873147284043,0.3149421123622101
121,0.3349970768495466,0.27892364536527237,0.3168961311255711
122,0.3579946375852984,0.2945348108570034,0.3305796388524096
123,0.3400711369946141,0.29902075322551,0.3305862357692726
124,0.3316164331327022,0.3014497046617761,0.3257321774365829
125,0.3550816166220932,0.29570683436922757,0.33317116503061356
126,0.3501039851577592,0.291873228614409,0.32097173377045013
127,0.3416047416806493,0.3011689650867796,0.3126508388679111
128,0.35697425560043544,0.31050445982562863,0.33687719894917645
129,0.3414276703921819,0.28684212045480145,0.3113877769116832
130,0.35190488500341943,0.3062657608656338,0.3303315897591135
131,0.35525400684798036,0.31428560618910906,0.3407491851902822
132,0.35425029194798924,0.31521711132329744,0.33266040046665574
133,0.37709735500450564,0.3139933774220741,0.33610725395824
134,0.3550937030023648,0.31327638833765953,0.33572968777390294
135,0.3596154915434532,0.3040785080219889,0.32767828453673936
136,0.3612533094655381,0.30784514369870514,0.33284352488849733
137,0.34232403742653206,0.29775474771236643,0.3266323672434306
138,0.3457672210897315,0.30774547955237985,0.3358429105058677
139,0.37896461549266314,0.31848540410989346,0.33872647864775324
140,0.34708201760971386,0.30274145834217275,0.3345732335975068
141,0.34980022212794964,0.31029755859751645,0.3346054731144631
142,0.35052483182439453,0.300182515608179,0.3272907273550929
143,0.3512343794287586,0.3033317559457631,0.33514788090681913
144,0.327407881790389,0.28721733317478,0.31991752400746487
145,0.34414378516581917,0.3001981130051854,0.3765586304073691
146,0.3320656241198612,0.29078720956241677,0.3205043659577423
147,0.35963408405417663,0.31264826779673144,0.3358236878058592
148,0.3420833797083422,0.29271831724098324,0.30810721537058444
149,0.3528510830945083,0.2977298267802794,0.3294040116537744
150,0.33445353076671175,0.29082654549326287,0.3132166194358242
151,0.32853962414560506,0.2832076398992038,0.29931822325387086
152,0.34857584713784584,0.3100787792693843,0.29975590398915103
153,0.36096516883254237,0.3173296023514976,0.3200277433093538
154,0.3352207793072196,0.29347939664997214,0.30321324245140124
155,0.3334869416218848,0.295424073251193,0.3085564494278745
156,0.37068489781110825,0.34014118698943846,0.33855671977240054
157,0.344818310873376,0.3218418882469218,0.3405767297019321
158,0.34212604098387384,0.3251545837888554,0.33411175272212856
159,0.3280923651144933,0.30345049313552547,0.3256057757117474
160,0.334126996953659,0.31807750672593504,0.3389597225516685
161,0.33649156510117123,0.31027491529156986,0.33358504591295624
162,0.3420085284433326,0.3129274065976115,0.34116814841113935
163,0.33489388724709457,0.30909703584115966,0.3218036685878742
164,0.33218356621396833,0.3217681789467001,0.33733797312797337
165,0.342400296351473,0.3142614209415547,0.3315231472937405
166,0.3457188918450434,0.32138505226529773,0.3380546484825718
167,0.35825840998903763,0.3363616702562869,0.3555975431721031
168,0.3461705734012212,0.324133966772663,0.34223177315100944
169,0.3406034279966636,0.3208842054807109,0.3363886252104675
170,0.32417753739126454,0.31200579475258294,0.32236061619634393
171,0.329626609806788,0.3117862617450632,0.3171654972889574
172,0.3392808264167249,0.315028793728714,0.33162086027113025
173,0.3396680644889797,0.3130369766239613,0.3302614848376807
174,0.34153037132690695,0.3209181049624522,0.33817823109486284
175,0.31811305816339464,0.31506593173148795,0.3165884465835885
176,0.3443604123329724,0.32784433738091096,0.34365995691356316
177,0.34514454180014553,0.3086517362522983,0.3366382678838119
178,0.3881261463372833,0.34835099909961575,0.3888079382407116
179,0.34255384806125155,0.31212236511629715,0.32347083332511106
180,0.35525751005085937,0.31963642665811737,0.32725958962312646
181,0.36321180130494646,0.3191865274770541,0.3235920019302568
182,0.35243370246336686,0.31586950874703584,0.31332763606657976
183,0.33981683459212764,0.3110529005155128,0.2899991845098789
184,0.339584877686121,0.31047482612742866,0.2890990089636925
185,0.3639442806298458,0.32746505021814104,0.32711771936682044
186,0.35381426389931603,0.3300503514774475,0.34758761324082615
187,0.3239341306260154,0.28725989400360513,0.31091570557833254
188,0.3570203433890388,0.33519931397774916,0.34170284786323335
189,0.3534032441295882,0.3207668031945247,0.3370584336550688
190,0.3531424558672263,0.32162956324206093,0.3411583655807733
191,0.3531731004109985,0.3303183420775315,0.34242199662954664
192,0.3545012846761621,0.329793167293377,0.3446856926431894
193,0.348650002888485,0.32372671769675326,0.34328115927269726
194,0.36342955880718697,0.32843679201926235,0.3452198924265813
195,0.3583418422796319,0.331795114763452,0.3481943780393462
196,0.35276970772264926,0.3160986946315947,0.3339071721129294
197,0.35437991470448954,0.3126734834597887,0.3440292189281875
198,0.35171036483557605,0.3296198620975203,0.3359550948600589
199,0.3556848265743377,0.31378617347180876,0.3423467545920745
200,0.344138073007077,0.3077795091506975,0.33969442134475486
201,0.34196350816919757,0.30630839259600756,0.31895468003461364
202,0.33084218850362895,0.3142113685095851,0.3218409456612396
203,0.3438692379203062,0.31220479421910635,0.32828525969459804
204,0.3475013875231985,0.32870327188941967,0.33569432467592136
205,0.3459978800457027,0.3180024308422482,0.32188662299480525
206,0.35521270228413043,0.3269710153054661,0.3379896674427925
207,0.3535539570193006,0.32811260664814323,0.3412173287606844
208,0.33671271440386197,0.30078416830440685,0.30827708298389206
209,0.3653399898133042,0.3203680513202376,0.3300551268061131
210,0.33557450657062626,0.3082121280319482,0.3108725060773577
211,0.36468881195156033,0.3547890814218579,0.363834662977169
212,0.36856089267964065,0.35134135319005194,0.3638528306837753
213,0.36925079905885405,0.35411640495718655,0.36865219037286473
214,0.36804669371306253,0.35069731941803867,0.36537130241351146
215,0.35617344587882865,0.3438731984854205,0.366446342868793
216,0.3748500617440285,0.35698443989931194,0.3627642124568634
217,0.3700840774866287,0.35601988540766294,0.36023758334427786
218,0.3737989098164641,0.35574690349057037,0.3638495290310323
219,0.37449492905977977,0.3544695968176604,0.36677304718550247
220,0.3630857098255592,0.3546003132178545,0.3659267034135446
221,0.3643945583821763,0.35022227320183436,0.363408638743541
222,0.3755767494958024,0.354474255116895,0.3647446297834915
223,0.3676849770122528,0.34485484738305944,0.36210173961972314
224,0.3754882393729213,0.35115114043439494,0.3612139693252995
225,0.3821034903706588,0.35477474979377793,0.3656408915887356
226,0.3793386592179446,0.35380803485168955,0.3652649029825774
227,0.39280297793748703,0.36167501835711835,0.3708125718852826
228,0.3880039454041464,0.3493629611786163,0.374701806989266
229,0.3761087801248635,0.35122490611867246,0.36378935989793953
230,0.37262262258211154,0.36736164971580515,0.36621682499180136
231,0.3723036871547722,0.3385782105579323,0.36726168432029277
232,0.3874312114658954,0.36156180133120147,0.38160514828117964
233,0.37970434693331423,0.3574071406818019,0.3627469192374129
234,0.38238100181030504,0.35295773638776723,0.37264202957596504
235,0.36418959406980134,0.3472601952490943,0.3557145716815271
236,0.3663255563415768,0.34953952855701054,0.35771021828759164
237,0.3639530316294711,0.34699343325893434,0.3528003642044376
238,0.35417378142027794,0.34210333388296976,0.34910664658284307
239,0.35595632843644504,0.34505907720083323,0.34966646242348065
240,0.329410280022892,0.30154851185174075,0.2919288331318799
241,0.33662645991248785,0.31121994486833615,0.29913336977606664
242,0.34247488243302,0.30726715357275725,0.30479409151969294
243,0.33472183557323254,0.31918282734410214,0.30440595085218775
244,0.3350342870763441,0.3124963459041528,0.3003101127524857
245,0.33581236152989025,0.3147624364390571,0.3039031017467814
246,0.33627343248537317,0.31868668109788234,0.30572532608127284
247,0.330309753672447,0.3126176024419984,0.2968758744340584
