ID,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,text,class
0,-0.9047873153349577,-0.43411613712956504,2.266304328204881,-0.24598684982091706,-0.9027942018566095,0.26899085796203026,-1.4628583326073479,0.8642365348656904,-0.5244323648699374,0.11460263080878252,-0.4982988168588804,-0.1482656883720539,-0.5884929271386541,0.6335551749442498,-0.9845908462790632,0.5548057861992016,-0.8474151061219224,-0.3905596809191958,0.5214486685930575,1.2147095602090432,0.2883402398462922,-0.623428167601542,0.20863882458133176,-0.8676968376333759,-0.7245540811360457,2.004173782641269,fakeText,prose
1,-0.8895360813413996,-0.5362616230287875,0.8759648189915493,0.06904136471470627,-0.9808350240242899,0.4306887718100082,-0.8155543646924514,-0.029128001496529186,-0.5244323648699374,1.8155087652809014,-0.4982988168588804,0.46928855538010683,-0.7662727550472072,0.9885169741162901,-1.1962677231550112,0.27911894367040047,-0.8726136468989949,-0.11087652409561218,-0.497299244833173,0.37600072125071493,0.37799506079228856,-0.3270391046465259,-0.3441951230381293,-1.0588192056418544,-0.7245540811360457,1.5526423311965536,fakeText,prose
2,-0.9098710599994771,-0.7119518587754501,1.9811064801611205,0.4740776405462217,-0.8247533796889291,0.23665127519243498,-0.8772023616367272,-0.326916180283936,-0.5244323648699374,0.7949650845976303,-0.4982988168588804,0.037000584753594315,-0.5884929271386541,0.5076009881412678,-1.0433899787446042,0.1457220843822711,-0.8222165653448499,-0.1308538924401537,-0.497299244833173,0.7704133126166522,0.31434955422439204,-0.08004821885067938,0.20863882458133176,-0.8442256696323345,-0.5096167857199766,2.1066051931316316,fakeText,prose
3,-0.8590336133542835,-0.8386122612904857,0.519467508936849,0.06904136471470627,-0.9808350240242899,0.010274195805265911,-1.031322353997417,-0.06635152384495512,-0.5244323648699374,0.7949650845976303,-0.4982988168588804,0.4075331310048909,-0.7662727550472072,0.6221047943257969,-0.9963506727721714,-0.3700791048651624,-0.8474151061219224,-0.2706954708519457,-0.197667505590164,0.4453402792023199,-0.06447769788769966,-0.30234001606694133,-0.3749081201280995,-0.6732214456247483,-0.7245540811360457,1.2959616722211211,fakeText,prose
4,-0.8031124220445707,-0.8140973446746723,0.8403150879860795,-0.6510231256524326,-0.9808350240242899,-0.31312163189068976,-1.0004983555252789,-0.029128001496529186,-0.5244323648699374,-0.5657598229800653,-0.4982988168588804,2.1366850135109408,-0.2329332713215478,0.22134147267994508,-1.1609882436756864,0.3769433071483619,-0.7970180245677774,0.8280597880978473,-0.3774465491359694,0.9356290026761345,-0.16876326204037123,-0.1047473074302641,0.5771947896609725,-0.8811089336339709,-0.7245540811360457,2.4325107339177228,fakeText,prose
5,-0.8742848473478416,-1.255365843759313,1.1968123980407799,-1.0785614168079214,-0.9808350240242899,1.1098200099715156,-1.2162663448302444,-0.4758102696776392,0.48222020998954696,1.1351463114920544,0.865721485320973,0.9015765260066195,-0.7662727550472072,0.4732498462859089,-1.3021061615929852,0.34137081133819436,-0.8726136468989949,-0.17080862912923717,-0.5572255926817747,0.7442594775107111,0.46770470268483755,-0.8210208762382192,-0.2827691288581892,-1.0353480376408135,-0.7245540811360457,2.451368852967073,fakeText,prose
6,-0.8819104643446207,-0.8712988167782368,0.5551172399423192,-0.5160110337085941,-0.9808350240242899,-0.08674455250352071,-1.031322353997417,0.19421313259402576,-0.5244323648699374,1.1351463114920544,-0.4982988168588804,0.5310439797553227,-0.7662727550472072,0.2098910920614919,-1.1139489377032536,-0.3433997330075368,-0.8726136468989949,0.04894242266072133,-0.017888462044358636,0.9808560004568965,-0.1934052775161938,-0.7469236104994652,1.0993157401904634,-0.6229260856225174,-0.7245540811360457,1.818991291575652,fakeText,prose
7,-0.8920779536736594,-0.5035750675410363,1.0542134740188995,0.24905748730649097,-0.9808350240242899,0.6570658511971774,-1.1854423463581065,-0.326916180283936,-0.5244323648699374,2.4958712190697496,-0.4982988168588804,0.5310439797553227,0.033736470541281885,0.8625627873133083,-0.9728310197859549,0.24354644786023255,-0.8474151061219224,-0.010989682372903677,-0.497299244833173,0.6846797653425425,-0.12770398545253944,0.2657390212635057,0.3622038100311822,-0.42174464561359254,-0.7245540811360457,1.6530357914768923,fakeText,prose
8,-0.9174966769962561,-0.5199183452849122,1.44636051507907,-0.42600297241270174,-0.9808350240242899,0.6570658511971774,-0.7539063677481754,0.5292248337298578,-0.5244323648699374,0.45478385770320634,-0.4982988168588804,-0.02475483962162176,-0.14404335736727134,0.2556926145353037,-1.1727480701687947,0.6704163975822462,-0.8411154709276544,-0.09089915575107042,-0.4373728969845712,1.3764168089738256,0.6754986634537447,-0.05534913027109479,-0.19063013758827912,-0.4250976696137412,-0.18721084259587273,1.7429594900589416,fakeText,prose
9,-0.9047873153349577,-0.4055154010777829,0.5907669709477891,-0.6960271563003788,-0.9808350240242899,0.6894054339667731,-0.35319438761038247,0.343107221987729,-0.5244323648699374,2.4958712190697496,-0.4982988168588804,-0.5187982346233504,-0.7662727550472072,0.35874604010137967,-1.078669458223929,0.7949201329178347,-0.8726136468989949,0.8280597880978473,-0.07781480989296043,0.8721581101629357,0.5991621077587,-0.6481272561811265,-0.5284731055779497,0.17844665041303334,-0.7245540811360457,1.1011953467825852,fakeText,prose
